Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
efm_1	QTO60730.1|GH1	100.0	466	0	0	1	466	1	466	0.0	973
eft	QTO60730.1|GH1	100.0	466	0	0	1	466	1	466	0.0	973
eft_1	AII38343.1|GH1	100.0	467	0	0	1	467	1	467	0.0	969
ecas	EEV40298.2|GH1	100.0	466	0	0	1	466	1	466	0.0	971
emu	BAO07206.1|GH1	100.0	466	0	0	1	466	1	466	0.0	967
edu	QMV94872.1|GH1	100.0	468	0	0	1	468	1	468	0.0	988
egv	AXG38489.1|GH1	100.0	468	0	0	1	468	1	468	0.0	988
eav	QCQ11279.1|GH1	100.0	466	0	0	1	466	1	466	0.0	975
esg	BCA86368.1|GH1	100.0	469	0	0	1	469	1	469	0.0	983
elac	QPL60198.1|GH1	100.0	467	0	0	1	467	1	467	0.0	970
ecec	SQE53950.1|GH1	100.0	468	0	0	1	468	1	468	0.0	983
eraf	QXJ61473.1|GH1	100.0	467	0	0	1	467	1	467	0.0	970
eraf_1	QXJ61479.1|GH1	100.0	466	0	0	1	466	1	466	0.0	973
eds	WCG34382.1|GH1	100.0	467	0	0	1	467	1	467	0.0	969
eds_1	WCG34385.1|GH1	100.0	466	0	0	1	466	1	466	0.0	969
ems	WHA10538.1|GH1	100.0	466	0	0	1	466	1	466	0.0	973
ems_1	AXG38489.1|GH1	100.0	468	0	0	1	468	1	468	0.0	988
enq	AUJ67541.1|GH1	100.0	468	0	0	1	468	1	468	0.0	987
ede	VFI26097.1|GH1	79.4	466	96	0	1	466	1	466	1.8000000000000002e-291	799
mpx	BBC61788.1|GH1	100.0	466	0	0	1	466	1	466	0.0	975
tkr	AYW46040.1|GH1	100.0	476	0	0	1	476	1	476	0.0	996
vlu	UQF71640.1|GH1	100.0	467	0	0	1	467	1	467	0.0	977
avs	AMC01638.1|GH1	100.0	472	0	0	1	472	1	472	0.0	986
carn	AMC01638.1|GH1	98.9	472	5	0	2	473	1	472	0.0	976
cvd	UDE96388.1|GH1	100.0	467	0	0	1	467	1	467	0.0	983
dpm	QDO91743.1|GH1	100.0	474	0	0	1	474	1	474	0.0	990
dst	XBC45812.1|GH1	100.0	474	0	0	1	474	1	474	0.0	989
cac	CBG21019.1|GH1	100.0	474	0	0	1	474	1	474	0.0	992
cae	CBG21019.1|GH1	100.0	474	0	0	1	474	1	474	0.0	992
cay	CBG21019.1|GH1	100.0	474	0	0	1	474	1	474	0.0	992
csb	AQS16236.1|GH1	100.0	475	0	0	1	475	1	475	0.0	994
cbv	AIY84420.1|GH1	100.0	466	0	0	1	466	1	466	0.0	966
crw	URZ08059.1|GH1	100.0	475	0	0	1	475	1	475	0.0	990
cfb	URZ14932.1|GH1	100.0	475	0	0	1	475	1	475	0.0	991
caun	URZ08059.1|GH1	100.0	475	0	0	1	475	1	475	0.0	990
sarj	QPJ84995.1|GH1	100.0	475	0	0	1	475	1	475	0.0	1001
roc	QJA09600.1|GH1	100.0	466	0	0	1	466	1	466	0.0	969
hov	WNZ01231.1|GH1	100.0	467	0	0	1	467	1	467	0.0	991
sri	BAL82141.1|GH1	100.0	472	0	0	1	472	1	472	0.0	986
fro	AMK53447.1|GH1	100.0	466	0	0	1	466	1	466	0.0	963
ebm	BBH25508.1|GH1	100.0	467	0	0	1	467	1	467	0.0	980
fit	BCL58184.1|GH1	100.0	467	0	0	1	467	1	467	0.0	976
erm	QMW75861.1|GH1	100.0	470	0	0	1	470	1	470	0.0	988
cmit	UWO53298.1|GH1	100.0	466	0	0	1	466	1	466	0.0	975
sll	AKX34315.1|GH1	100.0	481	0	0	1	481	1	481	0.0	1006
scla	ARU90989.1|GH1	100.0	381	0	0	1	381	1	381	1.13e-292	795
caer	ATP54168.1|GH1	100.0	479	0	0	1	479	1	479	0.0	1007
caer_1	ATP54908.1|GH1	100.0	469	0	0	1	469	1	469	0.0	993
cstc	UWP10723.1|GH1	100.0	443	0	0	1	443	1	443	0.0	937
lba	ACV38500.1|GH1	100.0	467	0	0	1	467	1	467	0.0	984
lot	AMD95249.1|GH1	100.0	468	0	0	1	468	1	468	0.0	984
leq	ASQ47966.1|GH1	100.0	467	0	0	1	467	1	467	0.0	984
lhf	BBM39262.1|GH1	100.0	467	0	0	1	467	1	467	0.0	981
lsz	BBM40344.1|GH1	100.0	468	0	0	1	468	1	468	0.0	984
lte	BBM57790.1|GH1	100.0	467	0	0	1	467	1	467	0.0	983
lrug	XDU66921.1|GH1	100.0	467	0	0	1	467	1	467	0.0	984
lmes	XDU64169.1|GH1	100.0	467	0	0	1	467	1	467	0.0	984
lala	XDU62868.1|GH1	100.0	467	0	0	1	467	1	467	0.0	984
str	ACZ10298.1|GH1	100.0	468	0	0	1	468	1	468	0.0	978
